Vehicle settings: pid_kp = 0.02600 	 pid_ki = 0.00100 	 pid_kd = 0.10000 	 integralTreshold = 1.000 	 pressure sensor offset = 0.504	 EMA_alpha = 0.40
∑8 ê&|!§ˇTime[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pterm,Iterm,Dterm,Pressure[V],psi,unfilterDepth[m],filteredDepth[m],Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000
540.00,1,1.200000,-0.000000,0.055000,0.030394,0.008981,0.058758,0.530423,0.760584,0.030995,0.461353,22.510189,16.945312,174,-38,2085,2048.000000,-31936,15693,-25577,131.000000
1472.00,1,1.200000,0.002145,0.055000,0.031022,0.009563,0.037232,0.529050,0.726250,0.006856,0.279554,21.226907,16.945312,177,-52,2087,2048.000000,-31479,15474,-25822,131.000000
1614.00,1,1.200000,0.002493,0.055000,0.031273,0.009563,0.023131,0.528501,0.712515,-0.002801,0.166612,21.275249,16.945312,165,-60,2094,2048.000000,-31412,15418,-25822,131.000000
2149.00,1,1.200000,0.003799,0.052630,0.030771,0.009563,0.012296,0.529599,0.739984,0.016512,0.106572,21.207862,16.945312,172,-58,2094,2048.000000,-31947,15722,-25773,131.000000
2611.00,1,1.200000,0.004927,0.048233,0.030896,0.009563,0.007773,0.529325,0.733116,0.011683,0.068617,21.199073,16.945312,199,-6,2076,2048.000000,-31741,15619,-25785,131.000000
3113.00,1,1.200000,0.006152,0.047207,0.031398,0.009563,0.006246,0.528226,0.705649,-0.007628,0.038119,21.209327,16.945312,152,-26,2088,2048.000000,-31353,15354,-25830,131.000000
3648.00,1,1.200000,0.007458,0.044709,0.031398,0.009563,0.003748,0.528226,0.705649,-0.007628,0.019820,21.222513,16.937500,166,-64,2080,2048.000000,-31971,15524,-25771,131.000000
4110.00,1,1.200000,0.008586,0.044773,0.031775,0.009563,0.003435,0.527402,0.685048,-0.022112,0.003047,21.190284,16.945312,180,-28,2085,2048.000000,-31798,15714,-25753,131.000000
4612.00,1,1.200000,0.009811,0.041836,0.031398,0.009563,0.000875,0.528226,0.705649,-0.007628,-0.001223,21.221048,16.945312,199,-16,2074,2048.000000,-31389,15430,-25807,131.000000
5147.00,1,1.200000,0.011117,0.042007,0.031524,0.009563,0.000920,0.527951,0.698783,-0.012456,-0.005716,21.181493,16.945312,145,-48,2078,2048.000000,-31600,15401,-25803,131.000000
5611.00,1,1.200000,0.012250,0.042160,0.031649,0.009563,0.000948,0.527677,0.691916,-0.017283,-0.010343,21.181493,16.937500,167,-51,2083,2048.000000,-31864,15822,-25723,131.000000
6108.00,1,1.200000,0.013464,0.038655,0.030896,0.009563,-0.001804,0.529325,0.733116,0.011683,-0.001533,21.146335,16.945312,198,-12,2085,2048.000000,-31709,15580,-25774,131.000000
6645.00,1,1.200000,0.014776,0.037814,0.030520,0.009563,-0.002269,0.530149,0.753717,0.026167,0.009547,21.160985,16.945312,177,-42,2079,2048.000000,-31475,15347,-25794,131.000000
7107.00,1,1.200000,0.015903,0.040805,0.031022,0.009563,0.000221,0.529050,0.726250,0.006856,0.008471,21.137546,16.937500,146,-54,2086,2048.000000,-31690,15658,-25723,131.000000
