Vehicle settings: pid_kp = 0.02600 	 pid_ki = 0.00100 	 pid_kd = 0.10000 	 integralTreshold = 1.000 	 pressure sensor offset = 0.504	 EMA_alpha = 0.40
∑8 ê&|!§ˇTime[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pterm,Iterm,Dterm,Pressure[V],psi,unfilterDepth[m],filteredDepth[m],Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000
540.00,1,1.000000,-0.000000,0.055000,0.025194,0.009342,0.096269,0.530423,0.760584,0.030995,0.736089,22.372486,16.781250,167,-66,2088,2048.000000,-31462,15593,-25626,131.000000
1467.00,1,1.000000,0.002132,0.055000,0.025571,0.009822,0.058948,0.529599,0.739984,0.016512,0.448258,21.146335,16.789062,182,-14,2081,2048.000000,-31930,15616,-25883,131.000000
1618.00,1,1.000000,0.002502,0.055000,0.025445,0.010300,0.034973,0.529874,0.746851,0.021339,0.277491,21.114107,16.781250,185,-2,2085,2048.000000,-31613,15512,-25844,131.000000
2151.00,1,1.000000,0.003802,0.055000,0.025320,0.010776,0.020588,0.530149,0.753717,0.026167,0.176961,21.100923,16.781250,175,-43,2084,2048.000000,-31259,15463,-25849,131.000000
2614.00,1,1.000000,0.004933,0.049447,0.025445,0.011254,0.012749,0.529874,0.746851,0.021339,0.114713,21.055509,16.789062,168,-25,2091,2048.000000,-31790,15521,-25666,131.000000
3111.00,1,1.000000,0.006147,0.044302,0.025320,0.011729,0.007254,0.530149,0.753717,0.026167,0.079294,21.089202,16.781250,178,7,2080,2048.000000,-31551,15492,-25660,131.000000
3649.00,1,1.000000,0.007461,0.041876,0.025320,0.012205,0.004352,0.530149,0.753717,0.026167,0.058043,21.023281,16.781250,184,-18,2078,2048.000000,-31496,15479,-25452,131.000000
4112.00,1,1.000000,0.008592,0.042181,0.025696,0.012687,0.003798,0.529325,0.733116,0.011683,0.039499,21.048185,16.781250,179,-39,2088,2048.000000,-31375,15501,-25391,131.000000
4609.00,1,1.000000,0.009806,0.040098,0.025445,0.013165,0.001488,0.529874,0.746851,0.021339,0.032235,21.048185,16.789062,170,-56,2084,2048.000000,-31447,15511,-25392,131.000000
5147.00,1,1.000000,0.011120,0.039457,0.025320,0.013641,0.000497,0.530149,0.753717,0.026167,0.029808,21.036466,16.789062,170,-32,2078,2048.000000,-31690,15521,-25417,131.000000
5610.00,1,1.000000,0.012251,0.041304,0.025696,0.014123,0.001485,0.529325,0.733116,0.011683,0.022558,21.018886,16.789062,180,-31,2081,2048.000000,-31741,15469,-25409,131.000000
6107.00,1,1.000000,0.013465,0.040146,0.025445,0.014601,0.000100,0.529874,0.746851,0.021339,0.022071,21.021816,16.781250,178,-38,2089,2048.000000,-31549,15610,-25384,131.000000
6646.00,1,1.000000,0.014782,0.041107,0.025571,0.015081,0.000455,0.529599,0.739984,0.016512,0.019847,20.989587,16.781250,178,-46,2086,2048.000000,-31623,15498,-25394,131.000000
7106.00,1,1.000000,0.015904,0.038788,0.024943,0.015550,-0.001704,0.530973,0.774318,0.040651,0.028169,21.008632,16.781250,173,-27,2075,2048.000000,-31596,15540,-25357,131.000000
7605.00,1,1.000000,0.017124,0.039939,0.024943,0.016018,-0.001023,0.530973,0.774318,0.040651,0.033162,20.976404,16.781250,178,-21,2089,2048.000000,-31502,15503,-25375,131.000000
8143.00,1,1.000000,0.018438,0.039246,0.024566,0.016479,-0.001800,0.531797,0.794919,0.055135,0.041951,20.966150,16.781250,171,-43,2085,2048.000000,-31595,15496,-25383,131.000000
8606.00,1,1.000000,0.019568,0.038857,0.024190,0.016934,-0.002267,0.532621,0.815520,0.069619,0.053018,20.963218,16.781250,173,-43,2078,2048.000000,-31833,15604,-25379,131.000000
9103.00,1,1.000000,0.020783,0.037601,0.023562,0.017376,-0.003337,0.533994,0.849853,0.093758,0.069314,20.950035,16.781250,173,-19,2081,2048.000000,-31650,15523,-25372,131.000000
9641.00,1,1.000000,0.022096,0.039379,0.023562,0.017819,-0.002002,0.533994,0.849853,0.093758,0.079091,20.932455,16.781250,176,-39,2083,2048.000000,-31395,15483,-25368,131.000000
10104.00,1,1.000000,0.023227,0.036958,0.022684,0.018245,-0.003970,0.535917,0.897922,0.127553,0.098476,20.960289,16.781250,172,-53,2076,2048.000000,-31655,15528,-25357,131.000000
10601.00,1,1.000000,0.024441,0.036356,0.022056,0.018659,-0.004359,0.537290,0.932255,0.151692,0.119762,20.917806,16.789062,175,-31,2085,2048.000000,-31614,15518,-25358,131.000000
11139.00,1,1.000000,0.025755,0.033803,0.020926,0.019052,-0.006175,0.539762,0.994058,0.195144,0.149915,20.906087,16.789062,173,-32,2073,2048.000000,-31616,15511,-25369,131.000000
11602.00,1,1.000000,0.026885,0.033526,0.020173,0.019431,-0.006078,0.541410,1.035260,0.224111,0.179593,20.910482,16.789062,178,-43,2084,2048.000000,-31481,15480,-25348,131.000000
