Vehicle settings: pid_kp = 0.02600 	 pid_ki = 0.00000 	 pid_kd = 0.10000 	 integralTreshold = 1.000 	 pressure sensor offset = 0.504	 EMA_alpha = 0.40 h_bot=0.95
∑8 ê&|!§ˇTime[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pterm,Iterm,Dterm,Pressure[V],psi,unfilterDepth[m],filteredDepth[m],Battery[V],Temperature,MotionData
0.00,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0,0,0.000000
540.00,1,1.000000,-0.000000,0.048965,0.025194,0.000000,0.023771,0.530423,0.760584,0.030995,0.205099,23.055143,17.164062,195,31,2075,2048.000000,-31811,15807,-25422,131.000000
1209.00,1,1.000000,0.001502,0.039457,0.025194,0.000000,0.014263,0.530423,0.760584,0.030995,0.135457,21.875873,17.164062,172,-56,2092,2048.000000,-31727,15053,-25802,131.000000
1613.00,1,1.000000,0.002489,0.033231,0.025069,0.000000,0.008162,0.530698,0.767452,0.035823,0.095604,21.889057,17.156250,130,-58,2086,2048.000000,-31673,15540,-25751,131.000000
2148.00,1,1.000000,0.003795,0.029966,0.025069,0.000000,0.004897,0.530698,0.767452,0.035823,0.071692,21.878803,17.156250,188,5,2084,2048.000000,-31606,15569,-25667,131.000000
2612.00,1,1.000000,0.004928,0.026965,0.024818,0.000000,0.002147,0.531247,0.781184,0.045479,0.061206,21.859758,17.164062,191,-49,2078,2048.000000,-31731,15510,-25719,131.000000
3112.00,1,1.000000,0.006148,0.027669,0.025194,0.000000,0.002475,0.530423,0.760584,0.030995,0.049122,21.845109,17.164062,139,-83,2091,2048.000000,-31360,14959,-25779,131.000000
3647.00,1,1.000000,0.007454,0.027200,0.025320,0.000000,0.001880,0.530149,0.753717,0.026167,0.039940,21.859758,17.156250,155,-18,2094,2048.000000,-31823,15752,-25670,131.000000
4111.00,1,1.000000,0.008587,0.026448,0.025320,0.000000,0.001128,0.530149,0.753717,0.026167,0.034431,21.817276,17.164062,193,-5,2082,2048.000000,-31486,15392,-25666,131.000000
4611.00,1,1.000000,0.009807,0.024434,0.024943,0.000000,-0.000510,0.530973,0.774318,0.040651,0.036919,21.814346,17.164062,196,-47,2092,2048.000000,-31732,15101,-25752,131.000000
